x_0,y_0,score_0,x_1,y_1,score_1,x_2,y_2,score_2,x_3,y_3,score_3,x_4,y_4,score_4,x_5,y_5,score_5,x_6,y_6,score_6,x_7,y_7,score_7,x_8,y_8,score_8,x_9,y_9,score_9,x_10,y_10,score_10,x_11,y_11,score_11,x_12,y_12,score_12,x_13,y_13,score_13,x_14,y_14,score_14,x_15,y_15,score_15,x_16,y_16,score_16,x_17,y_17,score_17,x_18,y_18,score_18,x_19,y_19,score_19,x_20,y_20,score_20,x_21,y_21,score_21,x_22,y_22,score_22,x_23,y_23,score_23,x_24,y_24,score_24,angle
182.3533,60.26934,0.8717241,183.63948,73.891975,0.8339957,173.23758,73.8966,0.7907387,168.6837,90.75939,0.38605216,168.04023999999998,106.99831999999999,0.23036207,194.04236,73.87775,0.8149656999999999,199.23152,89.46613,0.7949909000000001,194.70146,100.502014,0.83352906,181.0655,108.31755,0.6907646,174.54147,108.31805,0.70711493,175.21426,137.55487,0.7758242,175.85608,164.19415,0.76045746,189.46675,108.95303,0.7085779000000001,188.18468000000001,138.20192,0.74165326,184.95424,164.81544,0.8065788,179.75116,58.94981800000001,0.89033544,184.32085,58.946064,0.8984896000000001,176.50005,59.615368000000004,0.6743617,189.45555,59.59896,0.86587286,189.49026,169.38513,0.56846476,190.17221,168.72618,0.6407725000000001,184.27052,168.67863,0.5680641,179.09546,169.35753,0.47151962,174.54082,168.72997,0.45822376,177.14081000000002,168.05238,0.54263926,0.0
182.3428,60.281353,0.8703479,183.62025,74.5327,0.83759975,172.60706000000002,75.15144000000001,0.8032911,168.68849,90.78026,0.41795176,167.4186,106.37781000000001,0.24460718,194.02275,74.51393,0.81260103,199.24124,88.83123,0.79822826,194.6888,99.85533000000001,0.8289494000000001,181.68923999999998,108.95858,0.68955666,174.54904,108.957596,0.70940846,175.22862,137.5351,0.77690655,176.51346999999998,164.17279,0.77284473,189.4655,108.965675,0.71099114,187.55268999999998,138.16762,0.742853,184.95575,164.16391000000002,0.8195898000000001,179.73963999999998,59.563564,0.9117066999999999,184.31511,58.96215,0.9197571,175.8656,60.228092000000004,0.6655475000000001,188.84373,59.618088,0.84531343,189.46923999999999,169.35931000000002,0.6217758000000001,190.17262,168.70247,0.6663863,184.27472,167.41478,0.5338805,179.7601,169.333,0.50744617,175.2024,168.72078,0.48138297,177.14812,167.4145,0.5560001,0.0
181.69043,60.893657999999995,0.86610466,182.35228,75.151115,0.83444315,171.9462,75.164474,0.794193,167.41116,90.77901,0.39011765,165.47455,107.01485,0.24757928,193.38721999999999,74.53389,0.8162090999999999,198.57732,89.48024000000001,0.7707769,194.66992,99.87203000000001,0.82107127,181.062,108.96258,0.6835083000000001,174.54439,108.96785,0.70009017,177.14319,137.5498,0.7659695,177.15184,164.18433000000002,0.7659924,189.45748999999998,108.96903999999999,0.6963611999999999,188.20152,137.5548,0.7688308,184.9425,163.5318,0.8391094000000001,179.12543,59.57664499999999,0.92571867,184.2995,59.571735,0.9312789,175.21457,60.24606,0.7114824000000001,188.19945,60.233624,0.7911773,189.46735,169.33788,0.70967185,190.17046000000002,168.67642,0.72315526,183.65782,166.11649,0.5486652,180.4102,169.35121,0.5992404,176.4961,169.35107,0.5634776999999999,176.50433,168.04346,0.59420854,0.0
181.04567,60.8987,0.87358415,182.3377,75.15129,0.8370248,171.30234,75.15456,0.79141426,166.75346000000002,90.79191999999999,0.41761309999999996,164.82878,108.31367,0.29116666,193.38216,74.54585,0.82354474,197.28902,90.12149000000001,0.7762879,194.66618,101.15847,0.84762585,180.41762,110.25418,0.6931026,173.92491,110.25567,0.69210434,176.51503,138.16818,0.77264977,177.1392,164.80652,0.76655746,188.83421,110.25513500000001,0.6870278000000001,188.19228999999999,138.17842,0.769994,184.9614,164.16223,0.8439823000000001,179.11414,59.58384,0.9325515,184.2755,59.57845699999999,0.9299359,175.20195,60.253040000000006,0.7328452,187.53206,60.234673,0.7804682,189.49759,169.35817,0.7167915,190.79407,168.69672,0.7243215999999999,184.27886999999998,167.41342,0.59242564,179.7717,169.36285,0.6026776,175.84413,169.35478,0.57040095,176.50723,168.0609,0.61245376,0.0
180.40689,60.273495,0.9063159,181.70673,75.158745,0.8448495,170.65242,75.15169499999999,0.7962795,166.7554,91.40894,0.31009907,167.39696999999998,107.661644,0.20406324,193.38443,75.166214,0.8424709,196.63907,91.4291,0.8134256999999999,194.04945,104.41,0.80404645,180.39705,110.90713000000001,0.7144824000000001,173.90372,110.90971,0.6895492,176.49129,138.21046,0.7493811,177.79076,164.82178000000002,0.76902896,188.20341000000002,110.90803999999999,0.6921816,188.20369,138.18446,0.74795777,184.96602,164.14003,0.82740074,179.09505,59.56745,0.91924524,183.64635,58.95958,0.9046690000000001,174.59134,60.243263,0.74534786,186.88406,59.62275,0.8320700999999999,189.46855,169.34688,0.7062184,190.17426,168.68883,0.722697,184.28517,166.11508,0.5726936,180.39223,169.36931,0.60922724,175.86334,169.36813,0.57727444,177.79611,168.06812,0.62515295,0.0
180.40738000000002,60.263298,0.907536,181.69069,75.150734,0.8373526,170.02903999999998,74.54658,0.79883623,166.763,91.42367,0.37484229999999996,168.04889,108.30766000000001,0.23983961,193.37776000000002,75.15705,0.8285809999999999,195.98407,92.07159399999999,0.78579575,194.01627,107.02276599999999,0.7040659,180.42035,110.89052,0.6922173,173.9196,110.89312,0.68288827,175.21967,138.83706999999998,0.7733745,177.14348,164.8096,0.77160984,188.83711,110.89165,0.689693,188.82468,138.19276000000002,0.7749325,184.96118,164.16322,0.8416511999999999,179.0919,59.562904,0.91156507,183.63885,58.947421999999996,0.88962865,174.58946,60.253326,0.7322375,186.25589,59.61829399999999,0.82142144,188.83607,169.35222,0.68811303,190.15259,168.7059,0.7340126,184.28545,167.39664,0.6127286999999999,179.0883,169.37025,0.6248354,174.56851,169.34273000000002,0.6082479000000001,178.43591,168.05856,0.623166,0.0
180.39095,60.264008,0.9119671999999999,181.06218,75.155334,0.83859134,170.01686,75.15999599999999,0.80815434,167.40008999999998,91.43669,0.34614670000000003,167.40948,108.30868999999998,0.19960997,192.74695,75.155,0.8230765,196.0012,92.738235,0.6979642,195.3435,110.26698999999999,0.52743244,181.04718,110.9176,0.7025384,173.92151,110.91678,0.6964645,175.20857,139.47556,0.7590784,177.15091,164.83151,0.76279014,189.45953,111.53413,0.70722854,188.84364,138.83092,0.77005434,184.97125,164.19093,0.8233090000000001,179.07437,58.958572,0.89909536,183.63155,58.940371999999996,0.8786315,174.56744,60.242138,0.71800345,186.26125,59.614655000000006,0.82989025,188.18814,169.3632,0.6322234,190.13773999999998,168.72983,0.6999656999999999,184.29561,168.04294,0.6172918000000001,178.4288,169.37839,0.5617272,174.52995,169.34009,0.5701286,178.45706,168.68445,0.6368449,0.0
179.76816000000002,60.254715000000004,0.9278779,180.39389,73.89865999999999,0.8476815000000001,169.3823,73.89603000000001,0.8064151999999999,165.45633999999998,90.78881,0.37645465,165.45781000000002,107.6727,0.25287557,190.81122,74.51263399999999,0.8196421,195.97812,92.063156,0.72390735,195.9945,108.31963,0.5703864000000001,180.4131,110.25766000000002,0.681305,173.88867,110.25947,0.66768,174.58311,138.18748,0.7720608,177.79338,164.179,0.7850647,189.4569,110.25956000000001,0.684664,189.48148,138.19339,0.7929376,185.61302,164.17096999999998,0.77644604,178.44824,58.948723,0.8781877,182.99718000000001,58.92695,0.85456026,174.53485,60.234055000000005,0.7020586999999999,186.24825,59.60613299999999,0.8193824000000001,185.6048,168.72787,0.47153568,189.50204,168.72679,0.54309267,184.93993,167.40524,0.5807186,177.8101,169.33885,0.56150913,174.52992,168.70828,0.551894,179.08383,168.03906,0.6060185,0.0
179.7653,60.258244,0.93927634,180.3992,74.52539,0.85073614,169.99663,74.529175,0.8093951,166.1031,90.7902,0.3513173,164.82419,108.31898000000001,0.26834250000000004,190.81128,74.52750999999999,0.82032776,195.97879,91.45284000000001,0.6876445,196.62668,108.31902,0.47757910000000003,180.42313000000001,110.2556,0.6747342,173.9017,110.261086,0.6774806999999999,174.58071999999999,138.19653,0.77535516,177.7851,164.18712,0.7651093000000001,189.46338,110.25898000000001,0.6854737,189.4892,138.17982,0.81245685,185.61514,164.15242,0.7738703,178.4448,58.95717,0.88695365,182.98984,58.932674,0.8601099,174.53069,60.243954,0.73012424,186.24223,59.609467,0.82923496,184.93248,168.69565,0.5413081,188.8435,168.7018,0.5494956,184.94336,166.12283,0.5670835999999999,175.84912,169.35298,0.53128225,173.87663,168.70683,0.5245920999999999,179.0989,168.04233,0.621106,0.0
179.77,60.267480000000006,0.9387243000000001,180.40906999999999,74.522255,0.85106397,170.00713000000002,74.53325,0.8230453999999999,166.11751,91.420265,0.51391226,165.46108999999998,107.67232,0.39663973,191.43814,74.51433,0.8148199,195.98443999999998,91.43548,0.6676946,198.57453999999998,107.677826,0.479046,181.06203,109.61361000000001,0.68308306,173.92336,109.61379,0.70438975,174.58331,138.20801,0.79014134,177.79855,164.82011,0.78235495,189.48422,110.24668999999999,0.7114550999999999,189.50418,138.18222,0.8138917,186.89342,164.1656,0.78864986,178.45023999999998,59.564842000000006,0.90139365,182.9937,58.943855000000006,0.8743671000000001,174.53311000000002,60.249176,0.7634865,186.23615,59.61046999999999,0.83841634,186.89835,169.33887,0.578448,190.15033,168.71458,0.6237937,184.96764,167.40816999999998,0.61044604,175.20096,169.38358,0.5160355999999999,172.61047,168.72954,0.52520454,179.10825,168.68027,0.6942252,0.0
